DBSCAN_Cluster,Count,Avg_Severity,Fatal_Count,Injured_Count,Lat,Lon,Districts,Top_Road,Top_Collision,Score,Blackspot_Rank
24,13,1.3846153846153846,2,46,20.461804230769232,70.00885692307692,"Ahmedabad, Anand, Bharuch, Bhavnagar, Gandhinagar, Mehsana, Vadodara",NH-27,Hit & Run,0.26761091879607857,35
38,21,1.0952380952380953,0,75,21.57250057142857,69.09060585714285,"Ahmedabad, Anand, Bharuch, Bhavnagar, Gandhinagar, Junagadh, Rajkot, Surat, Vadodara",Industrial Road,Rear-End,0.2643416051866756,36
95,6,1.5,6,16,20.696968833333333,69.7947285,"Ahmedabad, Bhavnagar, Gandhinagar, Rajkot, Surat",Expressway,Hit & Run,0.2630711095843353,37
88,9,1.4444444444444444,3,35,20.511288222222223,72.44808366666666,"Anand, Bharuch, Bhavnagar, Gandhinagar, Junagadh, Mehsana",SH-41,Single Vehicle,0.2579309642861687,38
55,10,1.4,2,41,21.7958374,68.591283,"Anand, Bharuch, Surat",Bypass Road,Hit & Run,0.25276079239665633,39
60,12,1.25,3,42,21.39435416666667,70.01002208333334,"Anand, Bhavnagar, Gandhinagar, Junagadh, Mehsana, Rajkot, Surat, Vadodara",NH-27,Head-On,0.24890644681094704,40
49,7,1.4285714285714286,3,20,22.074628142857144,73.99568971428572,"Ahmedabad, Anand, Gandhinagar, Rajkot, Vadodara",Airport Road,Pedestrian Hit,0.24454695653596376,41
48,5,1.4,6,10,20.1228682,71.7322754,"Anand, Bhavnagar, Junagadh, Mehsana",SH-41,Pedestrian Hit,0.24410397343410054,42
37,5,1.6,0,25,22.7804958,70.1094908,"Bhavnagar, Junagadh, Mehsana",SH-20,Rear-End,0.24150234741784038,43
52,5,1.6,0,23,21.8336896,72.5358764,"Ahmedabad, Mehsana, Surat",Industrial Road,Side Impact,0.24150234741784038,44
30,5,1.4,5,15,22.830661600000003,69.13458399999999,"Anand, Bhavnagar, Gandhinagar, Rajkot",SH-41,Single Vehicle,0.23922592465361273,45
76,3,1.6666666666666667,0,10,22.359761333333335,74.10601266666667,"Anand, Gandhinagar, Surat",SH-20,Rollover,0.23912363067292647,46
93,4,1.5,3,12,21.669850750000002,73.4802975,"Anand, Gandhinagar, Rajkot, Surat",Ring Road,Hit & Run,0.23716935760906904,47
51,13,1.1538461538461537,2,42,23.049772230769232,69.84377692307693,"Anand, Gandhinagar, Junagadh, Mehsana, Rajkot, Surat, Vadodara",Expressway,Side Impact,0.2368416880268478,48
63,5,1.4,4,21,24.6303922,73.2678498,"Bharuch, Bhavnagar, Surat, Vadodara",SH-14,Side Impact,0.23434787587312494,49
75,5,1.4,4,19,24.618893,72.7336638,"Ahmedabad, Bharuch, Mehsana",SH-14,Rear-End,0.23434787587312494,50
72,9,1.3333333333333333,1,28,20.291980666666667,73.35701633333333,"Ahmedabad, Bharuch, Bhavnagar, Gandhinagar, Junagadh, Mehsana, Surat",SH-20,Rear-End,0.23336005191037829,51
65,8,1.375,1,28,20.47144125,74.01126825,"Ahmedabad, Bhavnagar, Gandhinagar, Rajkot, Surat, Vadodara",NH-8,Head-On,0.23328180464903242,52
68,9,1.2222222222222223,4,22,21.023414666666667,72.75158844444445,"Ahmedabad, Bhavnagar, Junagadh, Mehsana, Rajkot",Industrial Road,Head-On,0.23317938343702688,53
33,4,1.5,2,16,21.35800175,70.66040575,"Anand, Gandhinagar, Vadodara",NH-48,Hit & Run,0.23229130882858126,54
1,20,0.85,1,43,21.9682907,69.85983765,"Ahmedabad, Anand, Bharuch, Bhavnagar, Gandhinagar, Junagadh, Mehsana, Rajkot, Vadodara",Bypass Road,Rear-End,0.23088743845184934,55
70,9,1.3333333333333333,0,41,21.618106666666666,71.0009421111111,"Ahmedabad, Bharuch, Bhavnagar, Gandhinagar, Junagadh, Rajkot, Surat, Vadodara",SH-14,Side Impact,0.22848200312989048,56
23,14,1.0714285714285714,1,42,24.037505142857146,70.79321328571429,"Anand, Bhavnagar, Gandhinagar, Junagadh, Mehsana, Rajkot, Vadodara",NH-48,Head-On,0.2266084310742504,57
105,4,1.5,0,15,20.146312,74.2768095,"Anand, Bharuch, Mehsana",NH-8,Pedestrian Hit,0.22253521126760564,58
80,4,1.5,0,19,21.4066975,71.48927525,"Anand, Mehsana, Rajkot, Vadodara",NH-27,Side Impact,0.22253521126760564,59
22,6,1.3333333333333333,2,19,22.758515833333334,69.47678866666666,"Ahmedabad, Bharuch, Bhavnagar, Gandhinagar, Rajkot",NH-27,Single Vehicle,0.22133669224016186,60
91,6,1.3333333333333333,2,27,24.287176333333335,73.76396066666666,"Ahmedabad, Anand, Junagadh, Rajkot, Vadodara",NH-8,Single Vehicle,0.22133669224016186,61
39,15,0.9333333333333333,2,41,20.781405666666668,70.46990513333334,"Ahmedabad, Anand, Gandhinagar, Mehsana, Rajkot, Surat, Vadodara",NH-53,Hit & Run,0.2187075842589412,62
6,9,1.2222222222222223,1,34,21.57595577777778,72.39996833333333,"Ahmedabad, Bharuch, Bhavnagar, Gandhinagar, Junagadh, Mehsana, Rajkot",SH-20,Rollover,0.21854523709556345,63
54,5,1.4,0,24,23.9869248,74.28539980000001,"Ahmedabad, Bharuch, Bhavnagar, Gandhinagar, Mehsana",NH-48,Pedestrian Hit,0.2148356807511737,64
64,4,1.25,5,7,24.54989075,72.10265075,"Anand, Bharuch, Mehsana, Surat",SH-20,Hit & Run,0.21359212183671134,65
18,10,1.1,2,32,24.4319379,71.6549114,"Ahmedabad, Anand, Bhavnagar, Junagadh, Rajkot, Surat",NH-48,Single Vehicle,0.2127607923966564,66
42,6,1.3333333333333333,0,20,24.492534333333335,74.120923,"Bharuch, Mehsana, Vadodara",SH-6,Side Impact,0.21158059467918625,67
47,6,1.1666666666666667,4,17,21.037849166666668,68.13803916666667,"Ahmedabad, Bharuch, Gandhinagar, Rajkot, Vadodara",NH-8,Rear-End,0.20887056757891526,68
101,5,1.2,4,9,22.9130212,73.186951,"Bhavnagar, Gandhinagar, Surat, Vadodara",Industrial Road,Pedestrian Hit,0.20768120920645827,69
97,5,1.2,4,15,24.1775802,69.95928339999999,"Bhavnagar, Junagadh, Mehsana, Rajkot, Surat",Ring Road,Rollover,0.20768120920645827,70
45,8,1.125,2,20,21.195829,69.58196775,"Anand, Bhavnagar, Gandhinagar, Junagadh, Mehsana, Surat, Vadodara",SH-14,Rear-End,0.2048265200961869,71
16,8,1.125,2,21,23.567332375,68.247062875,"Anand, Gandhinagar, Junagadh, Mehsana, Surat, Vadodara",Bypass Road,Hit & Run,0.2048265200961869,72
66,3,1.3333333333333333,2,8,21.95314433333333,72.030211,"Ahmedabad, Mehsana, Vadodara",Industrial Road,Side Impact,0.20443528378945763,73
103,4,1.25,2,13,24.33134725,74.3163435,"Anand, Gandhinagar, Junagadh, Vadodara",NH-8,Pedestrian Hit,0.19895797549524794,74
67,9,1.1111111111111112,0,30,20.849592777777776,69.44444677777778,"Ahmedabad, Bharuch, Bhavnagar, Gandhinagar, Junagadh, Mehsana, Surat, Vadodara",SH-20,Single Vehicle,0.19885237350026086,75
2,8,1.125,0,25,21.881923999999998,71.521722875,"Ahmedabad, Anand, Bhavnagar, Junagadh, Mehsana, Vadodara",NH-27,Pedestrian Hit,0.19507042253521129,76
53,3,1.3333333333333333,0,12,23.022691999999996,68.687002,"Ahmedabad, Bhavnagar, Vadodara",SH-41,Hit & Run,0.19467918622848202,77
44,3,1.3333333333333333,0,12,22.950550000000003,74.141745,"Mehsana, Rajkot, Vadodara",Bypass Road,Rear-End,0.19467918622848202,78
79,3,1.3333333333333333,0,17,23.866382333333334,72.40028233333334,"Junagadh, Rajkot, Vadodara",City Road,Single Vehicle,0.19467918622848202,79
28,5,1.2,1,15,20.797493,74.1526008,"Ahmedabad, Anand, Gandhinagar, Rajkot",Industrial Road,Single Vehicle,0.19304706286499485,80
84,4,1.25,0,14,23.38523275,74.285,"Ahmedabad, Bhavnagar, Mehsana, Surat",SH-20,Hit & Run,0.18920187793427232,81
73,4,1.25,0,12,22.450014,72.62968724999999,"Anand, Bharuch, Rajkot, Surat",Ring Road,Head-On,0.18920187793427232,82
31,4,1.25,0,12,22.49677025,69.61896425,"Anand, Bharuch, Mehsana, Surat",NH-27,Rollover,0.18920187793427232,83
106,4,1.25,0,21,22.631991,74.07000525000001,"Ahmedabad, Junagadh, Rajkot, Vadodara",SH-20,Single Vehicle,0.18920187793427232,84
81,5,1.2,0,27,20.1889094,73.9468892,"Gandhinagar, Junagadh, Mehsana",SH-20,Pedestrian Hit,0.18816901408450704,85
87,9,0.8888888888888888,1,16,20.563157555555556,73.69878811111111,"Bharuch, Bhavnagar, Gandhinagar, Junagadh, Surat",NH-27,Rear-End,0.174100792651119,86
96,4,1.0,3,2,24.252844,68.38132350000001,"Ahmedabad, Anand, Bharuch, Surat",SH-6,Single Vehicle,0.1705026909424024,87
62,6,1.0,0,17,20.972917833333334,71.60100266666667,"Ahmedabad, Anand, Bhavnagar, Mehsana, Vadodara",NH-53,Side Impact,0.1671361502347418,88
89,5,1.0,0,16,20.4831122,74.2953138,"Ahmedabad, Anand, Vadodara",NH-27,Hit & Run,0.16150234741784036,89
74,5,1.0,0,20,23.963392,70.229243,"Gandhinagar, Junagadh, Mehsana, Rajkot",Industrial Road,Rollover,0.16150234741784036,90
82,4,1.0,0,14,20.406670249999998,70.81013725,"Bhavnagar, Mehsana, Surat, Vadodara",Bypass Road,Pedestrian Hit,0.15586854460093896,91
26,4,1.0,0,16,20.53349,70.59455725000001,"Ahmedabad, Bhavnagar, Surat",NH-27,Hit & Run,0.15586854460093896,92
104,4,1.0,0,16,24.0403855,68.9736985,"Anand, Gandhinagar, Mehsana, Vadodara",Expressway,Single Vehicle,0.15586854460093896,93
21,9,0.6666666666666666,3,13,23.675232333333334,73.84718711111111,"Anand, Bharuch, Bhavnagar, Gandhinagar, Mehsana, Surat, Vadodara",SH-41,Rollover,0.154227260582465,94
8,7,0.8571428571428571,0,17,24.27562142857143,73.370001,"Ahmedabad, Bharuch, Bhavnagar, Rajkot, Surat",Airport Road,Rear-End,0.15372233400402413,95
56,3,1.0,0,4,23.848211000000003,74.16062766666666,"Ahmedabad, Bharuch, Vadodara",SH-41,Hit & Run,0.15023474178403756,96
85,6,0.8333333333333334,0,23,21.5541695,68.1998875,"Ahmedabad, Anand, Bharuch, Bhavnagar, Vadodara",Expressway,Rear-End,0.14491392801251957,97
78,5,0.8,0,16,23.5528762,71.8672112,"Bharuch, Gandhinagar, Junagadh, Rajkot",NH-27,Hit & Run,0.13483568075117372,98
17,5,0.8,0,11,22.8746336,73.956281,"Anand, Bhavnagar, Gandhinagar, Mehsana",NH-8,Head-On,0.13483568075117372,99
100,5,0.8,0,14,20.204619200000003,68.3935384,"Bharuch, Gandhinagar, Junagadh, Rajkot, Vadodara",SH-41,Head-On,0.13483568075117372,100
43,8,0.625,0,16,21.6397445,70.620734375,"Ahmedabad, Bhavnagar, Gandhinagar, Junagadh, Rajkot, Surat, Vadodara",NH-27,Pedestrian Hit,0.1284037558685446,101
35,4,0.75,0,10,22.53648875,72.32050475,"Bharuch, Mehsana",SH-41,Single Vehicle,0.12253521126760564,102
98,4,0.75,0,11,23.256832,72.95763175,"Gandhinagar, Mehsana, Surat",SH-41,Pedestrian Hit,0.12253521126760564,103
57,4,0.75,0,9,21.44466675,73.46974575,"Anand, Bharuch, Vadodara",Expressway,Single Vehicle,0.12253521126760564,104
94,4,0.75,0,8,24.121368,72.73872275,"Ahmedabad, Bharuch, Vadodara",SH-41,Rollover,0.12253521126760564,105
58,7,0.5714285714285714,0,11,24.12492585714286,73.92107614285715,"Anand, Bhavnagar, Junagadh, Surat, Vadodara",Expressway,Single Vehicle,0.11562709590878606,106
69,5,0.6,0,7,22.5842472,73.6137932,"Ahmedabad, Bharuch, Bhavnagar, Mehsana",NH-8,Head-On,0.10816901408450705,107
61,4,0.5,0,5,24.26108375,69.11498975,"Anand, Bhavnagar, Mehsana",NH-53,Rollover,0.0892018779342723,108
